City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Ossora,RU,59.2353,163.0719,11.89,84,39,5.95,scattered clouds
456,Naryan-Mar,RU,67.6713,53.087,9.73,94,100,10.25,overcast clouds
457,Port-Cartier,CA,50.0334,-66.8654,34.59,92,62,8.66,broken clouds
458,Mamallapuram,IN,12.6264,80.1722,84.25,80,45,10.18,scattered clouds
459,Moyobamba,PE,-6.05,-76.9667,72.68,94,99,1.61,overcast clouds
460,Koryazhma,RU,61.3143,47.1691,23.94,94,100,8.57,overcast clouds
461,Verkhnetulomskiy,RU,68.6073,31.7962,10.53,97,100,2.51,overcast clouds
462,Jiuquan,CN,39.7432,98.5174,47.57,21,6,13.35,clear sky
463,Bundaberg,AU,-24.85,152.35,66.49,98,13,6.91,few clouds
464,Vila Do Maio,CV,15.1333,-23.2167,72.39,75,52,15.86,broken clouds
465,Traverse City,US,44.7631,-85.6206,46.72,74,100,6.91,overcast clouds
466,Carroll,US,39.5501,-77.0164,53.49,53,100,18.41,overcast clouds
467,Totness,SR,5.8833,-56.3167,79.66,82,40,10.54,scattered clouds
468,Ypsonas,CY,34.6884,32.9574,68.97,28,0,10.36,clear sky
469,Pirovskoye,RU,57.6267,92.2658,5.54,95,51,0.81,broken clouds
470,Champerico,GT,14.3,-91.9167,97.34,60,2,13.91,clear sky
471,San Felipe,VE,10.3399,-68.7425,87.58,53,91,7.9,overcast clouds
472,Nanakuli,US,21.3906,-158.1547,80.55,57,75,12.66,broken clouds
473,Shimoda,JP,34.6667,138.95,49.1,91,100,18.07,moderate rain
474,Mustasaari,FI,63.1142,21.6822,27.9,86,0,4.61,clear sky
475,Lujiang,CN,31.2581,117.2817,47.48,76,97,4.7,overcast clouds
476,Yangjiang,CN,21.85,111.9667,59.67,65,0,4.7,clear sky
477,Aguimes,ES,27.9054,-15.4461,63.23,88,75,11.5,broken clouds
478,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,58,0,13.42,clear sky
479,Ilebo,CD,-4.3167,20.5833,74.17,91,99,1.79,light rain
480,Marystown,CA,47.1666,-55.1483,36.86,100,48,17.0,scattered clouds
481,Kon Tum,VN,14.35,108.0,61.34,92,100,3.13,overcast clouds
482,Oxbow,CA,49.2333,-102.1676,40.64,69,100,2.35,overcast clouds
483,Verkhnevilyuysk,RU,63.4453,120.3167,-9.06,100,89,3.51,overcast clouds
484,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,97,40,13.0,scattered clouds
485,Raton,US,36.9034,-104.4391,63.05,27,100,10.36,overcast clouds
486,Siavonga,ZM,-16.5382,28.7088,76.06,73,0,5.53,clear sky
487,Pendleton,US,45.6721,-118.7886,59.23,49,75,12.66,broken clouds
488,Shush,IR,32.1942,48.2436,80.35,15,100,5.41,overcast clouds
489,Trat,TH,12.5,102.5,68.11,78,100,8.37,overcast clouds
490,Pushkino,RU,56.0172,37.8667,28.69,93,100,5.44,overcast clouds
491,Barcelos,PT,41.5388,-8.6151,51.94,62,74,7.65,broken clouds
492,Jurm,AF,36.8648,70.8342,52.79,41,0,5.39,clear sky
493,Malyye Derbety,RU,47.9547,44.6808,52.83,85,88,8.88,overcast clouds
494,Maraa,BR,-1.8333,-65.3667,80.24,91,50,0.81,scattered clouds
495,Narsaq,GL,60.9167,-46.05,41.22,76,100,4.41,overcast clouds
496,Ahlat,TR,38.7518,42.4814,35.74,81,22,2.86,few clouds
497,Sambava,MG,-14.2667,50.1667,77.65,87,100,8.7,light rain
498,Arman,RU,59.7,150.1667,4.05,91,20,6.51,few clouds
499,Gravdal,NO,68.1214,13.5031,30.09,74,40,20.71,scattered clouds
500,Kostomuksha,RU,64.571,30.5767,18.59,97,100,4.36,overcast clouds
501,Lumeje,AO,-11.55,20.7833,66.22,93,40,4.45,moderate rain
502,Kosino,RU,58.4127,51.2782,34.45,98,100,13.09,light snow
503,Harper,LR,4.375,-7.7169,80.31,82,100,9.55,overcast clouds
504,Egvekinot,RU,66.3167,-179.1667,-7.58,83,62,16.89,broken clouds
505,Suruc,TR,36.9761,38.425,55.98,61,100,7.9,overcast clouds
506,Kalianget,ID,-7.05,113.9333,79.05,80,6,1.12,clear sky
507,Bo Phloi,TH,14.3236,99.5161,74.32,58,100,7.65,overcast clouds
508,Axim,GH,4.8699,-2.2405,81.97,86,100,10.85,overcast clouds
509,Lasa,IT,46.6166,10.7002,36.36,96,100,1.48,overcast clouds
510,Sinnamary,GF,5.3833,-52.95,79.23,87,50,11.65,moderate rain
511,Novopavlovsk,RU,43.9622,43.6342,56.44,81,100,3.11,overcast clouds
512,Semey,KZ,50.4111,80.2275,37.65,77,62,8.61,broken clouds
513,Klyuchi,RU,52.2667,79.1667,38.3,78,98,7.23,overcast clouds
514,Uryupinsk,RU,50.8047,42.0138,40.6,85,100,6.71,light rain
515,Haapiti,PF,-17.5667,-149.8667,83.93,77,8,11.34,light rain
516,Colares,PT,38.7992,-9.4469,56.28,51,20,20.0,few clouds
517,Ormara,PK,25.2088,64.6357,77.5,68,2,4.45,clear sky
518,Kemin,KG,42.7846,75.6892,50.72,50,0,9.91,clear sky
519,Shiyan,CN,32.6475,110.7781,56.98,81,100,0.54,moderate rain
520,Djambala,CG,-2.5447,14.7533,71.01,84,97,1.07,light rain
521,Gat,IL,31.61,34.7642,72.39,50,100,6.15,overcast clouds
522,Kieta,PG,-6.2167,155.6333,79.11,83,99,1.05,overcast clouds
523,Pahrump,US,36.2083,-115.9839,78.44,16,100,1.99,overcast clouds
524,Muros,ES,42.7762,-9.0603,48.09,54,0,19.69,clear sky
525,Shangzhi,CN,45.2167,127.9667,48.85,41,0,20.07,clear sky
526,Sao Joao Do Piaui,BR,-8.3581,-42.2467,91.85,29,70,6.44,broken clouds
527,Borovoy,RU,55.4333,86.0833,31.28,100,100,4.47,overcast clouds
528,Kearney,US,40.6995,-99.0815,61.57,25,0,19.57,clear sky
529,Vernon,CA,50.2581,-119.2691,57.13,37,68,1.01,broken clouds
530,Meulaboh,ID,4.1363,96.1285,74.25,84,100,3.09,overcast clouds
531,Necochea,AR,-38.5473,-58.7368,55.35,66,100,24.38,overcast clouds
532,Xapuri,BR,-10.6517,-68.5044,88.77,48,32,1.5,scattered clouds
533,Nova Olimpia,BR,-14.7972,-57.2881,85.23,72,9,2.35,clear sky
534,Dahuk,IQ,36.8695,42.994,63.21,39,25,3.65,scattered clouds
535,Biak,ID,-0.9131,122.8766,76.44,86,100,2.33,overcast clouds
536,Deer Lake,CA,49.1667,-57.4316,35.19,93,74,13.27,broken clouds
537,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.04,91,24,3.58,heavy intensity rain
538,Marshall,US,34.3834,-86.3333,67.32,27,0,11.99,clear sky
539,Oranjestad,AW,12.524,-70.027,84.15,70,75,24.16,broken clouds
540,Kasangulu,CD,-4.5911,15.1708,73.53,87,83,2.19,broken clouds
541,Broome,US,42.2506,-75.833,40.66,79,100,17.27,overcast clouds
542,Dalmatovo,RU,56.26,62.9362,36.64,97,99,10.58,overcast clouds
543,Saint-Georges,GD,12.0564,-61.7485,83.88,61,20,32.21,few clouds
544,Sabha,LY,27.0377,14.4283,81.61,8,0,8.97,clear sky
545,Sheopur,IN,25.6667,76.7,84.09,9,0,2.62,clear sky
546,Caraguatatuba,BR,-23.6338,-45.4899,76.68,87,59,4.63,broken clouds
547,Churapcha,RU,62.0025,132.4325,-1.46,100,100,1.83,overcast clouds
548,Cayambe,EC,0.05,-78.1333,63.66,76,98,2.21,light rain
549,Yulara,AU,-25.2406,130.9889,59.09,32,0,8.25,clear sky
550,Dryden,CA,49.7833,-92.7503,33.35,82,100,1.88,overcast clouds
551,Khash,IR,28.2211,61.2158,67.69,12,0,3.74,clear sky
552,Terrace,CA,54.5163,-128.6035,39.99,84,89,4.65,light rain
553,Amuntai,ID,-2.4177,115.2494,73.17,99,90,0.36,overcast clouds
554,Verkhnyaya Inta,RU,65.9811,60.3094,22.14,75,100,18.84,overcast clouds
555,Danjiangkou,CN,32.5428,111.5086,54.09,82,100,3.27,light rain
556,Chulman,RU,56.8479,124.9104,9.32,94,99,9.01,overcast clouds
557,Nuuk,GL,64.1835,-51.7216,38.01,81,0,12.66,clear sky
558,Kloulklubed,PW,7.0419,134.2556,81.18,79,100,4.61,light rain
559,Dunedin,NZ,-45.8742,170.5036,56.8,75,93,5.01,overcast clouds
560,Coquimbo,CL,-29.9533,-71.3436,62.33,72,0,13.8,clear sky
561,Calama,CL,-22.4667,-68.9333,72.09,16,0,21.85,clear sky
562,Oum Hadjer,TD,13.2954,19.6966,91.18,8,81,11.1,broken clouds
563,Pontes E Lacerda,BR,-15.2261,-59.3353,82.26,85,26,1.63,scattered clouds
564,Kupang,ID,-10.1667,123.5833,76.3,85,37,0.83,scattered clouds
565,Baruun-Urt,MN,46.6806,113.2792,37.83,62,97,13.98,overcast clouds
566,Torres,BR,-29.3353,-49.7269,71.83,92,100,13.85,moderate rain
567,Laguna,US,38.421,-121.4238,80.89,21,0,9.22,clear sky
568,Vostok,RU,46.4856,135.8833,27.46,82,0,7.02,clear sky
569,Vanimo,PG,-2.6741,141.3028,77.31,87,100,2.48,moderate rain
570,Kewanee,US,41.2456,-89.9248,55.8,45,98,1.03,overcast clouds
571,Umm Lajj,SA,25.0213,37.2685,82.44,35,99,6.89,overcast clouds
572,Lewistown,US,40.5992,-77.5714,44.87,90,100,11.5,overcast clouds
573,Carbonia,IT,39.1672,8.5222,49.01,61,100,3.44,overcast clouds
574,Sinop,TR,41.7711,34.8709,45.7,68,87,9.86,overcast clouds
575,Iracoubo,GF,5.4802,-53.2011,79.18,87,39,11.52,moderate rain
576,Le Port,RE,-20.9373,55.2919,75.2,82,99,8.7,light rain
577,Palana,RU,59.1167,159.9667,19.9,96,100,7.9,light snow
578,Quimper,FR,48.0,-4.1,41.58,60,20,5.75,few clouds
579,Normandin,CA,48.8333,-72.5321,35.92,77,100,3.89,overcast clouds
580,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,81.16,91,73,3.38,moderate rain
581,Kashi,CN,39.4547,75.9797,58.15,34,5,4.94,clear sky
582,El Alto,PE,-4.2714,-81.2147,82.06,69,57,16.42,broken clouds
583,Araouane,ML,18.9048,-3.5265,91.17,11,0,7.58,clear sky
584,Clinton,US,42.587,-82.9199,44.94,69,75,11.5,broken clouds
585,Pochutla,MX,15.7432,-96.4661,91.22,34,5,9.13,clear sky
586,Migori,KE,-1.0634,34.4731,69.48,63,100,6.02,overcast clouds
587,Jiwani,PK,25.05,61.7417,78.22,72,6,1.99,clear sky
588,Tambun,ID,-6.2641,107.0712,83.46,74,100,2.62,overcast clouds
589,Mahibadhoo,MV,3.7833,72.9667,82.6,69,15,1.95,few clouds
590,Abidjan,CI,5.3094,-4.0197,84.16,84,20,10.36,few clouds
591,Grenaa,DK,56.4158,10.8783,41.22,89,100,22.15,overcast clouds
592,Narsimhapur,IN,22.95,79.2,86.09,13,0,2.35,clear sky
593,Lodja,CD,-3.4833,23.4333,70.3,92,71,0.76,broken clouds
594,Eureka,US,40.8021,-124.1637,59.2,69,100,5.99,overcast clouds
595,Bani Walid,LY,31.7566,13.9942,60.19,71,0,16.69,clear sky
596,Areosa,PT,41.7178,-8.8571,49.17,56,52,14.61,broken clouds
597,Inuvik,CA,68.3499,-133.7218,-7.71,90,100,6.73,overcast clouds
598,Corrente,BR,-3.7367,-43.3394,80.65,77,99,2.57,overcast clouds
599,Kukes,AL,42.0769,20.4219,39.07,92,35,3.33,scattered clouds
600,Aksarka,RU,66.5606,67.7975,13.64,84,100,11.48,overcast clouds
601,Mega,ET,4.05,38.3,66.79,43,83,11.61,broken clouds
602,Whitianga,NZ,-36.8333,175.7,63.54,80,8,2.17,clear sky
603,Shuyskoye,RU,59.3736,41.0305,22.01,94,40,5.46,scattered clouds
604,Kondoros,HU,46.7667,20.8,37.98,90,100,2.26,overcast clouds
605,Evanton,GB,57.6638,-4.34,47.59,93,100,11.32,moderate rain
606,Alice Springs,AU,-23.7,133.8833,51.35,58,0,1.14,clear sky
607,Taltal,CL,-25.4,-70.4833,67.23,66,22,5.3,few clouds
608,Okhotsk,RU,59.3833,143.3,17.02,92,100,8.77,overcast clouds
609,Kiama,AU,-34.6833,150.8667,61.57,67,0,3.0,clear sky
610,Hervey Bay,AU,-25.2986,152.8535,68.02,92,2,8.99,clear sky
611,Huarmey,PE,-10.0681,-78.1522,74.97,73,18,11.99,few clouds
612,Goderich,CA,43.7501,-81.7165,38.91,80,61,14.25,broken clouds
613,Fuchu,JP,35.6667,139.4833,47.55,94,100,8.05,light rain
614,Pitimbu,BR,-7.4706,-34.8086,75.79,77,29,12.53,scattered clouds
615,Vilhena,BR,-12.7406,-60.1458,79.88,75,99,1.12,overcast clouds
616,Novo Aripuana,BR,-5.1206,-60.3797,80.35,93,100,1.01,heavy intensity rain
617,Homer,US,59.6425,-151.5483,38.77,76,0,4.61,clear sky
618,Dyersburg,US,36.0345,-89.3856,64.87,32,0,4.61,clear sky
619,Astana,KZ,51.1801,71.446,35.55,93,0,4.47,clear sky
620,Kutoarjo,ID,-7.7169,109.9128,70.5,89,100,2.95,overcast clouds
621,Qasigiannguit,GL,68.8193,-51.1922,30.45,91,21,6.4,few clouds
622,Lavrentiya,RU,65.5833,-171.0,-8.03,89,22,11.16,few clouds
623,Arroyo,ES,41.6096,-4.7969,37.44,62,20,17.27,few clouds
624,Farah,AF,32.5,62.5,67.59,9,0,3.02,clear sky
625,Kaabong,UG,3.4836,34.1492,73.62,43,76,14.34,broken clouds
626,Peniche,PT,39.3558,-9.3811,55.29,68,76,24.76,broken clouds
627,Khorramshahr,IR,30.4397,48.1664,78.75,11,82,8.59,broken clouds
628,Ambon,ID,-3.6954,128.1814,80.74,78,40,3.44,scattered clouds
629,Lufilufi,WS,-13.8745,-171.5986,85.78,75,69,14.32,broken clouds
630,Alma,CA,48.5501,-71.6491,34.32,73,100,4.54,overcast clouds
631,Constitucion,CL,-35.3333,-72.4167,62.78,44,0,22.1,clear sky
632,Ca Mau,VN,9.1769,105.15,77.02,83,100,9.17,overcast clouds
633,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,82,14,11.12,few clouds
634,Sept-Iles,CA,50.2001,-66.3821,35.08,87,37,8.86,scattered clouds
635,Kochki,RU,54.3358,80.4806,33.53,100,100,5.08,overcast clouds
636,North Bend,US,43.4065,-124.2243,59.92,64,75,11.5,broken clouds
637,Ciurila,RO,46.65,23.55,30.07,75,40,8.05,scattered clouds
638,Mayo,US,38.8876,-76.5119,58.98,45,100,18.99,overcast clouds
639,Ixtapa,MX,20.7,-105.2,76.23,65,0,13.8,clear sky
640,Sabzevar,IR,36.2126,57.6819,69.76,19,10,4.23,clear sky
641,Henties Bay,NA,-22.116,14.2845,61.66,83,0,4.92,clear sky
642,Muli,MV,2.9167,73.5667,82.74,63,4,1.72,clear sky
643,Campos Belos,BR,-13.0367,-46.7717,84.2,50,16,4.0,few clouds
644,Prabumulih,ID,-3.45,104.25,73.6,98,100,1.43,light rain
645,Vuktyl,RU,63.8567,57.3094,23.72,90,100,14.92,snow
646,Maues,BR,-3.3836,-57.7186,74.48,98,100,2.28,moderate rain
647,Saint-Francois,FR,46.4154,3.9054,36.84,70,0,4.61,clear sky
648,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,82,11,15.68,few clouds
649,Magdagachi,RU,53.45,125.8,24.19,64,52,9.86,broken clouds
650,Mao,ES,39.8885,4.2658,46.96,61,0,14.97,clear sky
651,Bereda,ES,43.2686,-7.5406,40.41,72,6,9.24,clear sky
652,Bogale,MM,16.2833,95.4,78.71,69,100,0.27,overcast clouds
653,Karratha,AU,-20.7377,116.8463,80.78,71,0,10.69,clear sky
654,Imeni Poliny Osipenko,RU,52.4201,136.4853,34.47,85,100,12.33,overcast clouds
655,San Ramon,US,37.7799,-121.978,80.82,39,0,12.66,clear sky
656,Walvis Bay,NA,-22.9575,14.5053,59.09,79,0,10.54,clear sky
657,Albanel,CA,48.8832,-72.4487,36.01,74,100,4.41,overcast clouds
658,Yima,CN,34.7381,111.8839,50.68,71,100,3.87,overcast clouds
659,Makakilo City,US,21.3469,-158.0858,79.12,53,75,18.41,broken clouds
660,Hirara,JP,24.8,125.2833,68.92,69,94,25.12,overcast clouds
661,Bowen,AU,-20.0167,148.2333,77.97,80,40,7.23,scattered clouds
662,Coari,BR,-4.085,-63.1414,77.67,81,91,2.64,overcast clouds
663,Flinders,AU,-34.5833,150.8552,61.38,83,0,1.99,clear sky
664,Murray Bridge,AU,-35.1167,139.2667,54.12,93,5,2.95,clear sky
665,Kissidougou,GN,9.1848,-10.0999,72.66,88,99,5.5,light rain
666,Coahuayana,MX,18.7333,-103.6833,86.43,46,85,8.3,overcast clouds
667,Ponta Delgada,PT,37.7333,-25.6667,61.52,67,20,13.8,few clouds
668,Ulladulla,AU,-35.35,150.4667,62.85,60,100,9.48,overcast clouds
669,Padang,ID,-0.9492,100.3543,75.87,86,31,4.38,scattered clouds
670,Bloemfontein,ZA,-29.1211,26.214,61.39,82,33,15.82,light rain
671,Golden,US,39.7555,-105.2211,53.47,43,75,9.22,broken clouds
672,Natitingou,BJ,10.3042,1.3796,81.68,54,99,8.01,overcast clouds
673,Chimbote,PE,-9.0853,-78.5783,73.87,73,16,10.4,few clouds
674,Islamkot,PK,24.6997,70.177,77.67,49,0,12.93,clear sky
675,Riyadh,SA,24.6877,46.7219,77.14,12,89,7.92,overcast clouds
676,Port-Gentil,GA,-0.7193,8.7815,81.12,80,30,7.4,scattered clouds
677,Spring Hill,US,28.4769,-82.5255,80.64,45,0,6.91,clear sky
678,Zinder,NE,13.8072,8.9881,82.98,5,25,6.22,scattered clouds
679,Roma,US,43.2128,-75.4557,39.72,92,100,4.61,light rain
680,Pouembout,NC,-21.1333,164.9,78.75,90,100,4.81,overcast clouds
681,Bahia Blanca,AR,-38.7196,-62.2724,63.37,22,88,19.19,overcast clouds
682,Shahr-E Babak,IR,30.1165,55.1186,62.55,12,0,1.54,clear sky
683,Camana,PE,-16.6228,-72.7111,72.27,74,52,9.19,broken clouds
