City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,Palmer,42.1584,-72.3287,41.67,60,38,5.01,US,2022-04-02 00:57:29
385,Matay,28.419,30.7792,70.74,13,99,2.39,EG,2022-04-02 00:57:30
386,Severnyy,50.677,36.5532,51.84,54,0,6.71,RU,2022-04-02 00:57:30
387,Mayo,38.8876,-76.5119,47.98,51,0,17.0,US,2022-04-02 00:57:30
388,Bulgan,48.8125,103.5347,38.61,24,23,3.24,MN,2022-04-02 00:57:31
389,Tanout,14.9709,8.8879,77.41,4,5,9.93,NE,2022-04-02 00:57:31
390,Pahrump,36.2083,-115.9839,79.52,14,0,1.99,US,2022-04-02 00:56:37
391,Sambava,-14.2667,50.1667,73.74,91,33,7.14,MG,2022-04-02 00:57:31
392,Erenhot,43.6475,111.9767,39.54,27,6,11.16,CN,2022-04-02 00:57:32
393,Furstenwalde,52.3667,14.0667,35.1,70,99,12.39,DE,2022-04-02 00:54:46
394,Nacogdoches,31.6002,-94.6335,57.76,69,1,5.75,US,2022-04-02 00:57:32
395,The Valley,18.217,-63.0578,78.66,75,5,21.56,AI,2022-04-02 00:57:33
396,Bonfim,3.0833,-59.95,81.82,57,100,8.14,BR,2022-04-02 00:57:33
397,Vao,-22.6667,167.4833,79.84,88,100,16.2,NC,2022-04-02 00:52:56
398,Carutapera,-1.195,-46.02,74.73,94,100,5.01,BR,2022-04-02 00:57:34
399,Bethel,41.3712,-73.414,43.75,64,13,14.0,US,2022-04-02 00:57:34
400,Lichinga,-13.3128,35.2406,64.49,94,40,10.36,MZ,2022-04-02 00:57:35
401,Goderich,43.7501,-81.7165,31.91,74,99,11.5,CA,2022-04-02 00:57:35
402,Nome,64.5011,-165.4064,25.16,63,3,5.14,US,2022-04-02 00:57:35
403,Coquimbo,-29.9533,-71.3436,60.57,85,6,3.09,CL,2022-04-02 00:53:16
404,Shuyskoye,59.3736,41.0305,13.95,95,25,4.59,RU,2022-04-02 00:57:36
405,Juneau,58.3019,-134.4197,40.21,97,100,3.8,US,2022-04-02 00:56:40
406,Port-Cartier,50.0334,-66.8654,32.22,99,100,3.89,CA,2022-04-02 00:57:37
407,Port Macquarie,-31.4333,152.9167,74.89,53,0,8.37,AU,2022-04-02 00:58:37
408,Gorontalo,0.5412,123.0595,86.59,64,6,0.81,ID,2022-04-02 00:58:38
409,Warrnambool,-38.3833,142.4833,63.81,65,100,12.68,AU,2022-04-02 00:58:38
410,Jati,24.3539,68.2671,76.3,54,0,9.1,PK,2022-04-02 00:58:38
411,Pochutla,15.7432,-96.4661,79.83,60,0,3.74,MX,2022-04-02 00:58:39
412,Bilibino,68.0546,166.4372,4.21,66,100,0.94,RU,2022-04-02 00:58:39
413,Amuntai,-2.4177,115.2494,79.57,84,98,0.36,ID,2022-04-02 00:58:40
414,Mecca,21.4267,39.8261,75.27,37,0,1.03,SA,2022-04-02 00:53:57
415,Beyneu,45.3167,55.2,52.63,50,33,7.99,KZ,2022-04-02 00:58:40
416,Tymovskoye,50.8456,142.655,27.82,59,100,10.38,RU,2022-04-02 00:55:45
417,Qabaqcol,41.72,46.2647,53.64,53,78,1.05,AZ,2022-04-02 00:58:41
418,Lompoc,34.6391,-120.4579,68.13,82,75,11.5,US,2022-04-02 00:58:41
419,Kautokeino,69.0125,23.0412,18.46,84,100,14.29,NO,2022-04-02 00:58:41
420,Grindavik,63.8424,-22.4338,41.47,100,75,9.22,IS,2022-04-02 00:58:42
421,Svetlogorsk,52.6333,29.7333,33.67,96,100,13.15,BY,2022-04-02 00:58:42
422,Manado,1.487,124.8455,86.77,74,20,3.44,ID,2022-04-02 00:58:43
423,Pervomayskoye,43.919,46.7102,46.96,79,100,6.11,RU,2022-04-02 00:58:43
424,Gazanjyk,39.2446,55.5154,60.57,38,0,10.29,TM,2022-04-02 00:58:43
425,Pacific Grove,36.6177,-121.9166,64.81,79,10,7.0,US,2022-04-02 00:58:44
426,Abeche,13.8292,20.8324,80.15,8,16,9.44,TD,2022-04-02 00:58:44
427,Kavaratti,10.5669,72.642,82.76,74,95,7.23,IN,2022-04-02 00:58:45
428,San Policarpo,12.1791,125.5072,80.98,80,60,15.84,PH,2022-04-02 00:58:45
429,Kloulklubed,7.0419,134.2556,82.33,78,72,11.36,PW,2022-04-02 00:58:45
430,Shakawe,-18.3667,21.85,71.96,64,100,3.98,BW,2022-04-02 00:58:46
431,Am Timan,11.0297,20.2827,84.04,13,8,6.15,TD,2022-04-02 00:58:46
432,Mahon,39.8885,4.2658,41.56,70,20,5.75,ES,2022-04-02 00:58:47
433,Ulety,51.3572,112.4849,37.02,49,100,5.39,RU,2022-04-02 00:58:47
434,Domodossola,46.1165,8.2931,43.56,84,100,7.07,IT,2022-04-02 00:58:48
435,Plettenberg Bay,-34.0527,23.3716,60.44,77,68,1.23,ZA,2022-04-02 00:57:52
436,Lamu,-2.2717,40.902,80.82,85,8,8.16,KE,2022-04-02 00:54:19
437,Clovis,36.8252,-119.7029,76.84,44,0,1.99,US,2022-04-02 00:55:45
438,Korla,41.7597,86.1469,49.23,37,0,3.13,CN,2022-04-02 00:55:18
439,Buraydah,26.326,43.975,70.25,14,24,7.99,SA,2022-04-02 00:58:49
440,Usinsk,65.9939,57.5281,2.71,97,83,9.08,RU,2022-04-02 00:58:49
441,Luganville,-15.5333,167.1667,78.44,90,100,11.43,VU,2022-04-02 00:58:49
442,Pechora,65.1472,57.2244,2.34,99,77,4.59,RU,2022-04-02 00:58:50
443,Labuhan,-6.8844,112.2051,80.24,76,100,4.76,ID,2022-04-02 00:58:50
444,Jeremie,18.65,-74.1167,77.95,76,10,1.63,HT,2022-04-02 00:58:51
445,Kimbe,-5.5502,150.1429,78.98,81,100,2.13,PG,2022-04-02 00:58:51
446,Sabha,27.0377,14.4283,73.27,14,100,6.87,LY,2022-04-02 00:58:51
447,Talara,-4.5772,-81.2719,72.46,84,65,13.31,PE,2022-04-02 00:54:21
448,Ukiah,39.1502,-123.2078,73.29,47,0,9.22,US,2022-04-02 00:54:59
449,Celestun,20.8667,-90.4,79.72,82,83,11.88,MX,2022-04-02 00:58:52
450,Tual,-5.6667,132.75,82.29,71,65,6.93,ID,2022-04-02 00:58:53
451,Bac Lieu,9.285,105.7244,83.48,71,100,12.62,VN,2022-04-02 00:58:53
452,Raiwala,30.0167,78.2167,68.52,23,0,5.91,IN,2022-04-02 00:58:53
453,Fuxin,42.0156,121.6589,47.68,21,0,5.17,CN,2022-04-02 00:58:54
454,Vidim,56.4088,103.1106,33.51,96,100,6.35,RU,2022-04-02 00:59:54
455,Tarata,-17.6167,-66.0167,62.02,74,95,6.6,BO,2022-04-02 00:59:54
456,Mala Tokmachka,47.5356,35.8929,50.34,69,1,15.61,UA,2022-04-02 00:59:55
457,North Platte,41.1239,-100.7654,44.11,66,6,13.0,US,2022-04-02 00:59:55
458,Pangoa,-12.1167,-73.0,58.71,100,100,0.76,PE,2022-04-02 00:59:56
459,Komsomolskiy,40.4272,71.7189,52.52,58,100,2.3,UZ,2022-04-02 00:59:56
460,Amudat,1.95,34.95,69.85,61,24,6.38,UG,2022-04-02 00:59:56
461,Maine-Soroa,13.2114,12.0241,80.92,6,78,9.75,NE,2022-04-02 00:59:57
462,Erzurum,40.0,41.5,22.68,75,0,4.83,TR,2022-04-02 00:59:57
463,Acevedo,1.8361,-75.855,64.35,98,99,2.1,CO,2022-04-02 00:56:22
464,Northam,51.0333,-4.2167,41.61,64,97,7.07,GB,2022-04-02 00:59:58
465,Alta Floresta,-9.8756,-56.0861,70.41,99,87,4.25,BR,2022-04-02 00:59:58
466,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,43,75,15.66,RU,2022-04-02 00:59:59
467,Kollam,8.8833,76.6,79.09,81,78,0.56,IN,2022-04-02 00:59:59
468,Kirakira,-10.4544,161.9205,84.38,66,100,5.59,SB,2022-04-02 00:59:59
469,Gravelbourg,49.8834,-106.5512,44.87,45,45,13.2,CA,2022-04-02 01:00:00
470,Ayagoz,47.9714,80.4392,30.29,73,100,4.03,KZ,2022-04-02 00:58:45
471,Chililabombwe,-12.3648,27.8229,59.63,98,12,3.91,ZM,2022-04-02 01:00:00
472,Vostok,46.4856,135.8833,30.45,74,13,9.98,RU,2022-04-02 01:00:01
473,Lorengau,-2.0226,147.2712,77.76,91,100,7.65,PG,2022-04-02 01:00:02
474,Midland,31.9974,-102.0779,82.45,26,0,16.11,US,2022-04-02 00:55:56
475,Aksum,14.1245,38.7244,60.33,29,3,12.12,ET,2022-04-02 01:00:04
476,Topeka,39.0483,-95.678,56.89,53,100,1.99,US,2022-04-02 00:57:06
477,Potsdam,52.3989,13.0657,35.11,72,100,8.99,DE,2022-04-02 01:00:07
478,Yeniseysk,58.4497,92.1703,24.58,96,100,8.12,RU,2022-04-02 01:00:09
479,Gabu,12.2833,-14.2167,75.88,60,0,7.81,GW,2022-04-02 01:00:11
480,Puerto Suarez,-18.95,-57.8,61.07,63,39,2.93,BO,2022-04-02 01:00:11
481,Anadyr,64.75,177.4833,23.5,79,0,4.47,RU,2022-04-02 00:55:32
482,Paso De Los Toros,-32.8167,-56.5167,54.3,65,0,5.21,UY,2022-04-02 01:00:13
483,Trzic,46.3636,14.3105,42.15,81,100,9.22,SI,2022-04-02 01:00:13
484,Lebork,54.5392,17.7501,35.15,60,100,12.55,PL,2022-04-02 01:00:14
485,Praya,14.9215,-23.5087,69.57,82,5,12.17,CV,2022-04-02 01:00:15
486,Buy,58.4786,41.53,16.57,90,84,7.14,RU,2022-04-02 01:00:15
487,Saint-Leu,-21.15,55.2833,74.23,81,100,8.9,RE,2022-04-02 01:00:16
488,Camana,-16.6228,-72.7111,69.08,78,22,4.76,PE,2022-04-02 01:00:17
489,Kahului,20.8947,-156.47,76.84,80,59,14.0,US,2022-04-02 00:55:20
490,Koulikoro,14.0,-7.75,83.32,9,100,10.6,ML,2022-04-02 01:00:17
491,Dobrusevo,41.1686,21.4825,45.48,84,50,4.45,MK,2022-04-02 01:00:18
492,Graham,47.0529,-122.2943,51.66,63,75,5.75,US,2022-04-02 00:58:55
493,Westerland,54.9079,8.3033,32.02,74,88,11.5,DE,2022-04-02 01:00:19
494,Sterling,39.0062,-77.4286,46.54,57,0,16.11,US,2022-04-02 00:55:47
495,Seoul,37.5683,126.9778,47.64,63,0,2.3,KR,2022-04-02 01:00:00
496,Araouane,18.9048,-3.5265,81.32,12,100,7.09,ML,2022-04-02 01:00:20
497,Deqing,30.5448,119.9599,54.95,65,100,1.41,CN,2022-04-02 01:00:20
498,Uray,60.1247,64.7758,3.69,98,60,4.25,RU,2022-04-02 01:00:21
499,Shelburne,44.0787,-80.2041,27.9,86,85,14.07,CA,2022-04-02 01:00:00
500,Nanakuli,21.3906,-158.1547,79.7,70,9,18.01,US,2022-04-02 01:00:23
501,Pamanukan,-6.2842,107.8106,80.92,78,89,2.48,ID,2022-04-02 01:00:23
502,Ibirataia,-14.0669,-39.6406,69.82,99,26,0.45,BR,2022-04-02 01:00:24
503,Pyay,18.8167,95.2167,81.12,55,5,4.12,MM,2022-04-02 01:01:24
504,Belluno,46.145,12.2214,41.31,92,100,1.99,IT,2022-04-02 01:01:25
505,Vangaindrano,-23.35,47.6,68.86,92,2,3.65,MG,2022-04-02 01:01:25
506,Hokitika,-42.7167,170.9667,65.23,72,100,5.17,NZ,2022-04-02 01:01:26
507,Nsanje,-16.92,35.262,71.01,99,31,1.92,MW,2022-04-02 01:01:26
508,Baykit,61.67,96.37,10.35,96,100,0.89,RU,2022-04-02 00:57:36
509,Mount Pleasant,32.7941,-79.8626,66.2,64,0,5.75,US,2022-04-02 01:01:27
510,Urumqi,43.801,87.6005,41.95,53,0,6.71,CN,2022-04-02 00:58:02
511,Nantucket,41.2835,-70.0995,48.31,78,100,29.3,US,2022-04-02 01:01:27
512,Innisfail,-17.5333,146.0333,82.87,65,90,4.97,AU,2022-04-02 01:00:22
513,Serro,-18.6047,-43.3794,64.06,92,40,1.16,BR,2022-04-02 01:01:28
514,Plainview,40.7765,-73.4673,46.49,57,0,17.27,US,2022-04-02 01:01:28
515,Melfi,40.9965,15.6514,46.49,80,100,17.38,IT,2022-04-02 01:01:28
516,Kawalu,-7.3817,108.2082,76.59,87,89,1.32,ID,2022-04-02 01:01:29
517,Kindu,-2.95,25.95,70.0,98,100,1.72,CD,2022-04-02 01:01:29
518,Traralgon,-38.1833,146.5333,60.71,90,100,7.58,AU,2022-04-02 01:01:30
519,Port-Gentil,-0.7193,8.7815,75.63,92,100,4.74,GA,2022-04-02 01:01:30
520,Trairi,-3.2778,-39.2689,77.04,84,100,3.69,BR,2022-04-02 01:01:31
521,Severo-Yeniseyskiy,60.3725,93.0408,15.22,91,100,1.72,RU,2022-04-02 01:01:31
522,Hlotse,-28.8718,28.045,57.9,70,92,3.18,LS,2022-04-02 01:01:31
523,Alyangula,-13.8483,136.4192,83.66,64,44,7.87,AU,2022-04-02 01:01:32
524,Lavrentiya,65.5833,-171.0,15.19,71,51,14.36,RU,2022-04-02 01:01:32
525,Daniel Flores,9.3355,-83.6694,73.15,88,97,1.86,CR,2022-04-02 01:01:33
526,Senanga,-16.1167,23.2667,65.7,82,61,4.9,ZM,2022-04-02 01:01:33
527,Port Hardy,50.6996,-127.4199,44.78,87,75,10.36,CA,2022-04-02 01:01:34
528,Ninghai,29.2892,121.4247,50.23,69,100,7.18,CN,2022-04-02 01:01:34
529,Taiyuan,37.8694,112.5603,46.26,14,0,13.42,CN,2022-04-02 01:01:34
530,Barguzin,53.6167,109.6167,35.83,84,96,7.2,RU,2022-04-02 01:01:35
531,Hamilton,39.1834,-84.5333,41.04,65,14,3.18,US,2022-04-02 01:01:35
532,Brae,60.3964,-1.353,36.9,64,6,4.16,GB,2022-04-02 01:01:36
533,Grudziadz,53.4841,18.7537,33.76,56,100,14.38,PL,2022-04-02 01:01:36
534,Warmbad,-28.45,18.7333,66.49,30,0,2.68,NA,2022-04-02 01:01:36
535,San Quintin,30.4833,-115.95,61.5,67,14,8.61,MX,2022-04-02 01:01:37
536,Brownsville,25.9018,-97.4975,76.08,74,100,10.36,US,2022-04-02 01:00:02
537,Tahta,26.7693,31.5021,73.15,9,11,2.57,EG,2022-04-02 01:01:37
538,Barcelos,41.5388,-8.6151,45.84,71,0,7.38,PT,2022-04-02 01:01:38
539,Bubaque,11.2833,-15.8333,74.73,73,7,17.43,GW,2022-04-02 01:00:22
540,Lata,40.1629,-8.3327,45.91,62,0,4.94,PT,2022-04-02 01:01:38
541,Bundaberg,-24.85,152.35,82.22,63,0,4.0,AU,2022-04-02 01:01:39
542,Panaba,21.2833,-88.2667,84.15,58,30,15.66,MX,2022-04-02 01:01:39
543,Bronnoysund,65.4625,12.1997,32.0,100,75,14.0,NO,2022-04-02 01:01:40
544,Berea,41.3662,-81.8543,37.22,70,68,5.01,US,2022-04-02 01:01:40
545,Leninskoye,41.7589,69.3864,51.67,46,83,4.25,KZ,2022-04-02 01:01:40
546,Samoylovka,51.184,43.7081,55.11,75,100,18.66,RU,2022-04-02 01:01:41
547,Bonthe,7.5264,-12.505,78.75,89,100,6.78,SL,2022-04-02 01:01:41
548,Crisan,44.9667,29.4667,53.01,82,98,13.0,RO,2022-04-02 01:01:42
549,Qasigiannguit,68.8193,-51.1922,28.65,85,37,4.68,GL,2022-04-02 01:01:42
550,Rosarito,32.3333,-117.0333,67.24,71,3,7.25,MX,2022-04-02 01:02:42
551,Krutinka,56.0055,71.5113,22.3,97,100,6.8,RU,2022-04-02 01:02:43
552,Richards Bay,-28.783,32.0377,71.4,91,100,5.17,ZA,2022-04-02 01:02:43
553,Flin Flon,54.7682,-101.865,27.01,91,100,10.74,CA,2022-04-02 01:02:44
554,Ramsar,36.9226,50.6426,61.7,60,73,4.03,IR,2022-04-02 01:02:44
555,Grand-Santi,4.25,-54.3833,73.11,99,100,2.21,GF,2022-04-02 01:02:44
556,Khandyga,62.6667,135.6,12.9,85,35,4.29,RU,2022-04-02 01:02:45
557,Kachug,53.9606,105.8817,32.2,81,50,1.81,RU,2022-04-02 01:02:45
558,Taunggyi,20.7833,97.0333,69.84,37,8,2.95,MM,2022-04-02 01:02:46
559,Ormara,25.2088,64.6357,76.93,64,0,1.92,PK,2022-04-02 01:02:46
560,Uddevalla,58.3478,11.9424,28.22,88,1,2.13,SE,2022-04-02 01:02:47
561,Awbari,26.5921,12.7805,71.24,17,100,7.2,LY,2022-04-02 01:02:47
562,Rehoboth,-23.3167,17.0833,68.52,46,4,6.2,NA,2022-04-02 01:01:40
563,Cabo San Lucas,22.8909,-109.9124,77.18,68,0,10.42,MX,2022-04-02 01:00:10
564,Shache,38.4167,77.2406,46.71,41,92,6.2,CN,2022-04-02 01:02:48
565,Mbandaka,0.0487,18.2603,71.94,97,100,2.64,CD,2022-04-02 01:02:48
566,High Level,58.5169,-117.136,20.03,91,100,5.77,CA,2022-04-02 01:02:48
567,Collipulli,-37.95,-72.4333,53.92,79,0,5.5,CL,2022-04-02 01:02:49
568,Santa Rosa,14.3122,121.1114,86.09,68,99,16.31,PH,2022-04-02 01:02:20
569,Rock Sound,24.9,-76.2,76.87,87,45,9.8,BS,2022-04-02 00:59:56
570,Ambilobe,-13.2,49.05,72.03,95,95,2.55,MG,2022-04-02 01:02:49
571,Dhidhdhoo,6.8833,73.1,82.8,71,17,6.42,MV,2022-04-02 01:02:50
572,Savonlinna,61.8699,28.88,5.05,85,0,0.0,FI,2022-04-02 01:02:50
573,Sakakah,29.9697,40.2064,67.05,16,100,8.34,SA,2022-04-02 01:02:51
574,Ust-Ilimsk,58.0006,102.6619,26.2,89,100,1.74,RU,2022-04-02 01:02:51
575,Almaznyy,48.0448,40.045,55.33,59,100,9.89,RU,2022-04-02 01:02:51
576,Binzhou,37.3667,118.0167,52.23,37,95,3.11,CN,2022-04-02 01:02:52
577,Kutum,14.2,24.6667,71.42,12,5,7.58,SD,2022-04-02 01:02:52
